iter	Passed	Remaining
1497	849553	1418947
1498	850071	1418297
1499	850658	1417763
1500	851176	1417116
1501	851700	1416476
1502	852215	1415822
1503	852743	1415190
1504	853318	1414638
1505	853855	1414020
1506	854376	1413378
1507	854905	1412748
1508	855448	1412141
1509	855983	1411523
1510	856503	1410878
1511	857021	1410230
1512	857557	1409613
1513	858092	1408995
1514	858632	1408384
1515	859161	1407755
1516	859686	1407119
1517	860206	1406476
1518	860724	1405831
1519	861248	1405194
1520	861746	1404515
1521	862288	1403909
1522	862836	1403313
1523	863366	1402686
1524	863931	1402117
1525	864467	1401502
1526	865003	1400885
1527	865537	1400267
1528	866048	1399611
1529	866568	1398970
1530	867078	1398311
1531	867544	1397585
1532	868093	1396990
1533	868636	1396387
1534	869158	1395749
1535	869675	1395103
1536	870146	1394385
1537	870682	1393771
1538	871175	1393088
1539	871719	1392486
1540	872308	1391957
1541	872889	1391415
1542	873464	1390863
1543	874005	1390257
1544	874591	1389722
1545	875248	1389301
1546	875884	1388846
1547	876453	1388283
1548	876997	1387682
1549	877592	1387161
1550	878154	1386589
1551	878732	1386041
1552	879305	1385485
1553	879958	1385057
1554	880714	1384788
1555	881304	1384259
1556	881904	1383745
1557	882497	1383220
1558	883074	1382671
1559	883634	1382095
1560	884228	1381572
1561	884809	1381027
1562	885387	1380479
1563	885859	1379765
1564	886381	1379130
1565	886903	1378495
1566	887482	1377948
1567	888085	1377438
1568	888752	1377028
1569	889294	1376423
1570	889867	1375867
1571	890436	1375305
1572	891046	1374805
1573	891586	1374199
1574	892122	1373585
1575	892634	1372936
1576	893213	1372388
1577	893801	1371854
1578	894339	1371245
1579	894854	1370600
1580	895398	1369999
1581	895942	1369399
1582	896552	1368898
1583	897138	1368362
1584	897604	1367642
1585	898109	1366983
1586	898647	1366375
1587	899171	1365743
1588	899694	1365112
1589	900246	1364524
1590	900771	1363896
1591	901271	1363229
1592	901802	1362610
1593	902343	1362006
1594	902867	1361377
1595	903432	1360809
1596	903928	1360138
1597	904445	1359498
1598	905025	1358952
1599	905577	1358365
1600	906189	1357869
1601	906715	1357243
1602	907258	1356642
1603	907786	1356020
1604	908310	1355391
1605	908869	1354815
1606	909419	1354226
1607	909981	1353654
1608	910543	1353082
1609	911217	1352676
1610	911756	1352070
1611	912289	1351456
1612	912796	1350802
1613	913381	1350264
1614	913950	1349703
1615	914511	1349130
1616	915059	1348538
1617	915595	1347928
1618	916132	1347319
1619	916688	1346740
1620	917253	1346173
1621	917794	1345570
1622	918330	1344961
1623	918877	1344367
1624	919417	1343764
1625	919938	1343132
1626	920498	1342558
1627	921022	1341931
1628	921591	1341371
1629	922138	1340777
1630	922664	1340155
1631	923183	1339520
1632	923724	1338919
1633	924270	1338325
1634	924824	1337743
1635	925357	1337129
1636	925920	1336560
1637	926533	1336063
1638	927068	1335453
1639	927600	1334839
1640	928138	1334234
1641	928665	1333613
1642	929216	1333026
1643	929785	1332466
1644	930346	1331893
1645	930926	1331349
1646	931553	1330871
1647	932159	1330363
1648	932727	1329800
1649	933260	1329189
1650	933803	1328592
1651	934365	1328021
1652	934946	1327476
1653	935475	1326860
1654	935953	1326169
1655	936475	1325542
1656	936991	1324907
1657	937483	1324238
1658	937986	1323584
1659	938526	1322983
1660	939066	1322382
1661	939607	1321782
1662	940168	1321211
1663	940703	1320603
1664	941389	1320206
1665	941964	1319654
1666	942585	1319167
1667	943343	1318871
1668	943967	1318387
1669	944553	1317850
1670	945123	1317290
1671	945701	1316741
1672	946256	1316162
1673	946861	1315651
1674	947468	1315142
1675	948069	1314625
1676	948656	1314089
1677	949219	1313521
1678	949807	1312986
1679	950385	1312436
1680	950989	1311923
1681	951580	1311393
1682	952198	1310898
1683	952792	1310372
1684	953387	1309846
1685	953927	1309245
1686	954475	1308655
1687	955096	1308165
1688	955711	1307667
1689	956339	1307185
1690	956894	1306604
1691	957417	1305980
1692	957922	1305331
1693	958423	1304678
1694	958947	1304054
1695	959450	1303404
1696	959993	1302807
1697	960582	1302273
1698	961123	1301674
1699	961712	1301140
1700	962341	1300660
1701	962960	1300166
1702	963554	1299638
1703	964220	1299208
1704	964744	1298586
1705	965309	1298018
1706	965891	1297475
1707	966566	1297055
1708	967187	1296563
1709	967808	1296071
1710	968324	1295438
1711	968981	1294994
1712	969573	1294462
1713	970118	1293868
1714	970671	1293285
1715	971174	1292635
1716	971694	1292008
1717	972233	1291407
1718	972768	1290800
1719	973397	1290317
1720	974042	1289856
1721	974738	1289462
1722	975350	1288957
1723	975910	1288383
1724	976578	1287952
1725	977283	1287568
1726	977940	1287121
1727	978592	1286667
1728	979232	1286197
1729	979954	1285835
1730	980717	1285526
1731	981337	1285030
1732	981879	1284432
1733	982409	1283817
1734	982926	1283186
1735	983441	1282552
1736	983971	1281938
1737	984478	1281295
1738	984983	1280648
1739	985685	1280257
1740	986314	1279772
1741	986950	1279296
1742	987608	1278847
1743	988115	1278204
1744	988739	1277712
1745	989437	1277314
1746	990129	1276909
1747	990812	1276492
1748	991435	1275999
1749	992044	1275485
1750	992657	1274978
1751	993282	1274485
1752	993949	1274047
1753	994511	1273473
1754	995155	1273005
1755	995798	1272535
1756	996405	1272018
1757	997028	1271523
1758	997584	1270941
